"Date","Coal_percentage","Cogeneration_percentage","Combined_Cycle_percentage","Gas_percentage","Hydro_percentage","Hydroeolian_percentage","Non_Renewable_Waste_percentage","Nuclear_percentage","Other_Renewables_percentage","Solar_photovoltaic_percentage","Pumped_storage_percentage","Renewable_Waste_percentage","Thermal_Solar_percentage","Wind_percentage"
"2019-02-01 00:00:00",0.0532814,0.0996731,0.0504844,0.0207042,0.119582,0.0000454337,0.0076271,0.196258,0.0121433,0.0158926,0.0158241,0.00277385,0.000896263,0.404814
"2019-02-02 00:00:00",0.0453756,0.100607,0.0456635,0.0172466,0.128199,0.0000901442,0.00795452,0.210479,0.0126598,0.0219816,0.0162812,0.00287217,0.00884283,0.381746
"2019-02-03 00:00:00",0.05878,0.109773,0.0689917,0.015246,0.138196,0.000137229,0.00898025,0.228203,0.0135791,0.030404,0.00744693,0.0032378,0.0158935,0.301131
"2019-02-04 00:00:00",0.119003,0.10406,0.163448,0.0197651,0.133453,0.0000807798,0.0080993,0.202665,0.012044,0.0268334,0.00965527,0.0028715,0.0131849,0.184838
"2019-02-05 00:00:00",0.155796,0.107135,0.17839,0.0221291,0.138042,0.000049869,0.00810875,0.20828,0.0126221,0.0288054,0.00609327,0.0030629,0.0142766,0.117209
"2019-02-06 00:00:00",0.161515,0.112268,0.183315,0.0216541,0.132701,0.000030618,0.00885312,0.218023,0.0134586,0.0301466,0.00737207,0.00313368,0.0139936,0.0935365
"2019-02-07 00:00:00",0.137,0.11543,0.168725,0.0203539,0.135569,0.0000444508,0.00901459,0.221115,0.0135113,0.0294711,0.0141142,0.00311518,0.0138997,0.118638
"2019-02-08 00:00:00",0.120675,0.117631,0.141595,0.0206979,0.124263,0.0000365379,0.00939682,0.221222,0.0136792,0.0308232,0.0114549,0.00326854,0.0146121,0.170644
"2019-02-09 00:00:00",0.0781404,0.120828,0.0949683,0.0216153,0.12786,0.0000226003,0.00997622,0.245819,0.0141633,0.0314759,0.0121505,0.00348178,0.0105651,0.228933
"2019-02-10 00:00:00",0.0528969,0.110302,0.0429448,0.0205142,0.107677,0.000000784944,0.00939166,0.238811,0.0133645,0.0178436,0.0182626,0.00331953,0.00236063,0.362312
"2019-02-11 00:00:00",0.0873256,0.1137,0.172708,0.0234146,0.114361,0.0000132112,0.00905405,0.227044,0.0132791,0.0278335,0.00842176,0.00299277,0.0100728,0.18978
"2019-02-12 00:00:00",0.112685,0.11682,0.204201,0.0242762,0.137815,0.0000131135,0.00706225,0.229034,0.0143039,0.0312097,0.00679459,0.00284564,0.0145157,0.0984234
"2019-02-13 00:00:00",0.120463,0.114132,0.207488,0.023733,0.136172,0.0000446475,0.00705882,0.226596,0.0142455,0.0331593,0.00223675,0.00302128,0.0151328,0.096517
"2019-02-14 00:00:00",0.0927359,0.112953,0.159217,0.0222934,0.112297,0.0000878059,0.00742679,0.223819,0.0139122,0.0315483,0.00194797,0.00309851,0.0176684,0.200994
"2019-02-15 00:00:00",0.111864,0.122511,0.170944,0.0243178,0.123922,0.0000542504,0.00801115,0.235118,0.014948,0.0310944,0.0112502,0.00358682,0.0137526,0.128626
"2019-02-16 00:00:00",0.112453,0.124135,0.0673325,0.0245887,0.11406,0.0000788477,0.0101927,0.236765,0.0158036,0.035411,0.0206899,0.00366211,0.0101931,0.224635
"2019-02-17 00:00:00",0.0948677,0.123686,0.0509304,0.0228164,0.101056,0.0000528432,0.0106876,0.250459,0.0148238,0.0365477,0.0100898,0.00386061,0.0160847,0.264037
"2019-02-18 00:00:00",0.134507,0.114919,0.152373,0.0223438,0.125327,0.000106874,0.00973451,0.232623,0.0125672,0.0241224,0.00458395,0.00348766,0.000898989,0.162406
"2019-02-19 00:00:00",0.162371,0.117858,0.207571,0.0232988,0.139652,0.0000938943,0.00989575,0.234911,0.0137417,0.0256932,0.01559,0.00366818,0.00190841,0.0437475
"2019-02-20 00:00:00",0.156931,0.118248,0.192303,0.0248921,0.116162,0.0000282395,0.00977573,0.233249,0.0141292,0.0296544,0.00384155,0.00346468,0.00866366,0.0886586
"2019-02-21 00:00:00",0.138454,0.119229,0.158666,0.0246332,0.104446,0.0000369804,0.0094389,0.233082,0.014007,0.0333565,0.00453734,0.00348284,0.0124776,0.144153
"2019-02-22 00:00:00",0.147682,0.125873,0.130531,0.025217,0.103684,0.0000118264,0.0100597,0.243487,0.0144694,0.0377033,0.00494395,0.00356753,0.0170717,0.135699
"2019-02-23 00:00:00",0.135338,0.127621,0.0948594,0.0254401,0.0948135,0.000029215,0.0106897,0.260697,0.0152345,0.0355869,0.00390489,0.00394376,0.00822467,0.183617
"2019-02-24 00:00:00",0.127184,0.132545,0.0972135,0.0257,0.104182,0.0000247796,0.0112709,0.278042,0.0157789,0.0423019,0.00421057,0.00416612,0.0224997,0.134881
"2019-02-25 00:00:00",0.150055,0.122076,0.142392,0.0252051,0.128258,0.00000495996,0.0098222,0.245123,0.0141629,0.0392616,0.00951419,0.00370796,0.0227978,0.0876194
"2019-02-26 00:00:00",0.145956,0.122995,0.117478,0.026072,0.105441,0.0000122386,0.0103408,0.24637,0.0145395,0.0400329,0.00413094,0.00377084,0.0251166,0.137745
"2019-02-27 00:00:00",0.143706,0.121583,0.110333,0.0243581,0.111422,0.0000336542,0.0101617,0.247661,0.0144336,0.0393756,0.0060553,0.00369486,0.0196055,0.147576
"2019-02-28 00:00:00",0.143936,0.126798,0.116517,0.0236015,0.103583,0.0000380324,0.00984742,0.249764,0.0151073,0.0362703,0.00785865,0.00380708,0.0160271,0.146845
"2019-03-01 00:00:00",0.137011,0.13026,0.117283,0.024596,0.116656,0.0000562249,0.0104359,0.255901,0.0143216,0.035839,0.0117008,0.00380941,0.00715756,0.134973
"2019-03-02 00:00:00",0.0614797,0.129953,0.0851016,0.0247812,0.098873,0.0000661254,0.0111775,0.269572,0.0143595,0.0418952,0.0106755,0.00400449,0.0205794,0.227482
"2019-03-03 00:00:00",0.0267853,0.125227,0.0790424,0.021614,0.0773151,0.0000771044,0.0110976,0.272016,0.013993,0.0406528,0.00626996,0.00402322,0.0229194,0.298967
"2019-03-04 00:00:00",0.0353242,0.114795,0.0844028,0.0210721,0.0790315,0.0000745296,0.00957457,0.239295,0.0121884,0.0275029,0.0142018,0.00343666,0.00511047,0.35399
"2019-03-05 00:00:00",0.0465298,0.126658,0.123542,0.0246218,0.0875731,0.0000204749,0.0106527,0.256208,0.0132702,0.0240222,0.00787524,0.00389811,0.00195663,0.273172
"2019-03-06 00:00:00",0.0298027,0.10663,0.0545099,0.0214163,0.0769716,0.0000697847,0.0089374,0.223232,0.0119081,0.0149773,0.00996952,0.00325545,0.00105648,0.437264
"2019-03-07 00:00:00",0.0455231,0.120002,0.126224,0.0211929,0.105736,0.000124082,0.00974704,0.23843,0.0146257,0.0326076,0.0153547,0.00355771,0.0111395,0.255736
"2019-03-08 00:00:00",0.0631419,0.134344,0.178064,0.022516,0.147153,0.000174906,0.0106499,0.26083,0.0168714,0.0349578,0.0110265,0.00387898,0.0131478,0.103243
"2019-03-09 00:00:00",0.0602992,0.135737,0.115804,0.0189578,0.154855,0.000201851,0.0112797,0.277267,0.0175101,0.045843,0.00753456,0.00416706,0.0311149,0.119429
"2019-03-10 00:00:00",0.0528,0.131636,0.0779195,0.0207539,0.112546,0.000176854,0.0114602,0.282663,0.0179499,0.0463225,0.00858749,0.0043029,0.0342466,0.198636
"2019-03-11 00:00:00",0.0589964,0.122669,0.134072,0.0220392,0.135059,0.0000968639,0.0102107,0.247515,0.0158763,0.0414623,0.0112762,0.00377096,0.0292963,0.167659
"2019-03-12 00:00:00",0.0522091,0.122777,0.116757,0.0216357,0.121371,0.000103164,0.00987486,0.245814,0.0158965,0.0407723,0.00527522,0.00372212,0.0295745,0.214217
"2019-03-13 00:00:00",0.0400885,0.11983,0.0661658,0.0218115,0.096346,0.000134949,0.00977007,0.241547,0.0156458,0.0380597,0.00971743,0.00363217,0.0280697,0.309182
"2019-03-14 00:00:00",0.0434789,0.119416,0.138562,0.0216516,0.119542,0.000100938,0.0092009,0.239211,0.0157445,0.0422092,0.00441293,0.00340746,0.0304295,0.212632
"2019-03-15 00:00:00",0.0422133,0.123944,0.169455,0.024299,0.141656,0.000054716,0.00978157,0.243884,0.0160754,0.0439799,0.00860491,0.00361637,0.0325676,0.139868
"2019-03-16 00:00:00",0.0422452,0.133539,0.112881,0.0247452,0.122529,0.0000587772,0.0111943,0.273462,0.0179232,0.0487789,0.00395895,0.00411341,0.0378901,0.16668
"2019-03-17 00:00:00",0.0317339,0.120094,0.0638961,0.0188992,0.0662804,0.000124207,0.0106323,0.264862,0.0160162,0.0436452,0.00957977,0.00387363,0.0282225,0.32214
"2019-03-18 00:00:00",0.0365992,0.123642,0.11641,0.0212566,0.0930437,0.00013096,0.00995365,0.252833,0.0155162,0.0379947,0.00685138,0.00362912,0.0259522,0.256187
"2019-03-19 00:00:00",0.0420492,0.124503,0.0860083,0.0207755,0.0947778,0.000124063,0.0104262,0.254253,0.0147398,0.0375352,0.00646237,0.00384484,0.0259606,0.27854
"2019-03-20 00:00:00",0.0387605,0.120167,0.125537,0.020872,0.0929154,0.000122981,0.00976319,0.242368,0.014126,0.0389058,0.00401748,0.00354322,0.0259124,0.262988
"2019-03-21 00:00:00",0.0543007,0.125079,0.148667,0.0194372,0.116343,0.000180361,0.00988737,0.244118,0.0145428,0.0436714,0.0186515,0.00373662,0.0302889,0.171096
"2019-03-22 00:00:00",0.0554958,0.127065,0.156998,0.0189262,0.152897,0.000180033,0.0100795,0.247488,0.0147358,0.0434947,0.0129453,0.00379389,0.0296834,0.126217
"2019-03-23 00:00:00",0.0486129,0.134104,0.142104,0.0209263,0.120287,0.00019091,0.0117215,0.274546,0.0160312,0.0392237,0.00429454,0.00434996,0.0216198,0.161988
"2019-03-24 00:00:00",0.0258495,0.133611,0.118737,0.0253739,0.0799315,0.0000803456,0.0122355,0.286097,0.0160294,0.0448497,0.00354321,0.00456806,0.0199024,0.229191
"2019-03-25 00:00:00",0.0219609,0.115481,0.0912789,0.0251759,0.0671528,0.0000190516,0.00987445,0.236566,0.0132935,0.0415399,0.00824603,0.00368534,0.0269569,0.338769
"2019-03-26 00:00:00",0.0195594,0.113422,0.0549067,0.0244485,0.0601968,0.0000496232,0.00917621,0.231971,0.0137426,0.0401501,0.00852843,0.00347696,0.0178513,0.40252
"2019-03-27 00:00:00",0.0301104,0.12188,0.0933331,0.0256136,0.0699909,0.0000536675,0.00952094,0.242035,0.0142888,0.0457528,0.00766094,0.00355024,0.029506,0.306703
"2019-03-28 00:00:00",0.0423882,0.120458,0.136033,0.0257993,0.0837991,0.0000177577,0.00857841,0.235496,0.0137312,0.0445787,0.0148845,0.00333071,0.031614,0.23929
"2019-03-29 00:00:00",0.0474922,0.124794,0.156513,0.0247053,0.102252,0.00000720358,0.00929688,0.239835,0.0130922,0.0411213,0.00917932,0.00356954,0.0278353,0.200306
"2019-03-30 00:00:00",0.0469605,0.129283,0.171168,0.0259538,0.0785999,0.000025555,0.0101499,0.264436,0.0141584,0.0439198,0.00452836,0.00404537,0.0238556,0.182916
"2019-03-31 00:00:00",0.065433,0.134228,0.195217,0.0260236,0.107453,0.0000303097,0.0106318,0.28356,0.0145449,0.0241264,0.000778149,0.00431154,0.0101639,0.123498
"2019-04-01 00:00:00",0.0704289,0.124033,0.268405,0.0269633,0.130259,0.0000152251,0.0100424,0.255426,0.0129086,0.0254611,0.0118105,0.00377956,0.00434202,0.0561248
"2019-04-02 00:00:00",0.0699803,0.124269,0.241455,0.0272317,0.12492,0.0000533732,0.00999024,0.255225,0.0131776,0.0356881,0.00479959,0.00397298,0.0156856,0.0735508
"2019-04-03 00:00:00",0.0506325,0.123439,0.132566,0.0257993,0.0961923,0.0000193573,0.00974721,0.250241,0.0126594,0.0385486,0.0018836,0.00399885,0.0282113,0.226061
"2019-04-04 00:00:00",0.0499003,0.121686,0.183733,0.0244813,0.0884994,0.0000365851,0.00957525,0.226252,0.0127092,0.0439533,0.00383557,0.0037995,0.0331938,0.198344
"2019-04-05 00:00:00",0.0540923,0.124161,0.154132,0.0246095,0.10515,0.0000565064,0.00920185,0.206341,0.0129992,0.0215055,0.00439084,0.00358379,0.00760596,0.27217
"2019-04-06 00:00:00",0.04873,0.124029,0.062972,0.0230872,0.0840395,0.0000821386,0.00971138,0.206554,0.0135864,0.0276563,0.00511394,0.00385507,0.00407513,0.386508
"2019-04-07 00:00:00",0.0471646,0.129219,0.0841651,0.0240766,0.0812033,0.0000384807,0.00997993,0.230069,0.0138923,0.0307705,0.00331799,0.0037616,0.00202874,0.340312
"2019-04-08 00:00:00",0.0376946,0.124431,0.181003,0.0251674,0.0858276,0.0000425516,0.0097572,0.209251,0.0129551,0.0268902,0.00824685,0.0039192,0.00516972,0.269645
"2019-04-09 00:00:00",0.0320527,0.120579,0.133224,0.0241517,0.0785812,0.0000395167,0.00976521,0.203363,0.0134641,0.030809,0.0020252,0.00392984,0.0100048,0.338011
"2019-04-10 00:00:00",0.05168,0.122079,0.152535,0.0204404,0.0812818,0.0000669967,0.009185,0.202739,0.0135359,0.0321432,0.000626836,0.00378699,0.0172081,0.292692
"2019-04-11 00:00:00",0.0508508,0.12396,0.178879,0.0200184,0.0927179,0.000128788,0.00937869,0.202032,0.0137058,0.0412253,0.00265877,0.00374724,0.028321,0.232376
"2019-04-12 00:00:00",0.0607688,0.129775,0.174572,0.0210647,0.0951893,0.000145461,0.00996061,0.208706,0.0155674,0.0487928,0.00414175,0.00403632,0.0369245,0.190355
"2019-04-13 00:00:00",0.0669008,0.142025,0.179669,0.0213601,0.0940977,0.000119686,0.011833,0.24147,0.0182774,0.0562253,0.00156815,0.00467102,0.0410612,0.120722
"2019-04-14 00:00:00",0.0622306,0.140321,0.150532,0.025504,0.0865305,0.0000501614,0.0126619,0.25111,0.0166685,0.0498294,0.0039469,0.00481802,0.0324265,0.163371
"2019-04-15 00:00:00",0.0569958,0.125299,0.135455,0.0241119,0.0892989,0.0000514611,0.0105621,0.215459,0.0141165,0.0377161,0.00510021,0.00377673,0.0190176,0.263039
"2019-04-16 00:00:00",0.0609679,0.127142,0.219686,0.0258076,0.10018,0.0000186795,0.0104711,0.214333,0.0142156,0.0469067,0.00458844,0.00380438,0.0322868,0.139592
"2019-04-17 00:00:00",0.0271089,0.118963,0.120127,0.0247536,0.107193,0.0000361087,0.0101171,0.204861,0.0137212,0.0275123,0.0116614,0.00386793,0.0056209,0.324456
"2019-04-18 00:00:00",0.0269555,0.134118,0.196642,0.0218721,0.117012,0.000108932,0.0110675,0.263683,0.0164384,0.0174538,0.00523709,0.00439303,0.00207742,0.182942
"2019-04-19 00:00:00",0.0287077,0.125487,0.113,0.0200234,0.0831777,0.00012387,0.00969636,0.272159,0.0174454,0.0205634,0.00657955,0.00428147,0.00567758,0.293078
"2019-04-20 00:00:00",0.0256442,0.114558,0.0888589,0.0228376,0.0757879,0.000132964,0.0089046,0.262803,0.0162596,0.023561,0.00134276,0.00420115,0.00214511,0.352963
"2019-04-21 00:00:00",0.0173219,0.129509,0.137995,0.0249708,0.100158,0.000131846,0.0105037,0.294364,0.017257,0.0219153,0.0186757,0.00467369,0.00895457,0.213569
"2019-04-22 00:00:00",0.0282633,0.132861,0.209133,0.027537,0.0958125,0.0000428768,0.00978195,0.276511,0.0149135,0.0316945,0.00972578,0.00429521,0.0175489,0.14188
"2019-04-23 00:00:00",0.0284301,0.124603,0.135264,0.0255788,0.0902254,0.0000593237,0.00787098,0.251909,0.0133562,0.0259674,0.0126785,0.00376204,0.00705881,0.273236
"2019-04-24 00:00:00",0.0246726,0.113942,0.06562,0.0237962,0.0812919,0.0000670437,0.00695674,0.230471,0.0111472,0.024515,0.00879034,0.00320216,0.00326246,0.402265
"2019-04-25 00:00:00",0.0263067,0.106879,0.0649241,0.0221597,0.0837031,0.0000586202,0.00707415,0.22895,0.0110979,0.0284709,0.00664044,0.00322077,0.00720982,0.403305
"2019-04-26 00:00:00",0.0261447,0.121086,0.131645,0.0182972,0.103316,0.000101381,0.00771838,0.229639,0.0125798,0.0451447,0.0106238,0.00344762,0.0303501,0.259907
"2019-04-27 00:00:00",0.0269274,0.136901,0.153803,0.0209577,0.118971,0.00015095,0.00940843,0.241948,0.0132633,0.0565323,0.0109466,0.00437513,0.0476803,0.158135
"2019-04-28 00:00:00",0.0269138,0.137305,0.127637,0.023094,0.108093,0.000120704,0.00986944,0.246923,0.012967,0.0566743,0.00197916,0.00440486,0.0476161,0.196401
"2019-04-29 00:00:00",0.0513508,0.130653,0.219872,0.0240978,0.121941,0.000111894,0.00860749,0.224407,0.012098,0.0478237,0.0118491,0.00376357,0.0391343,0.104291
"2019-04-30 00:00:00",0.048971,0.132931,0.215613,0.0239221,0.122443,0.000165602,0.0086349,0.225677,0.0121963,0.0488095,0.0127749,0.00380468,0.0402504,0.103806
"2019-05-01 00:00:00",0.0336777,0.13485,0.129267,0.0230034,0.111586,0.00017477,0.00979637,0.246798,0.0135897,0.0506469,0.00284334,0.00430231,0.042304,0.19716
"2019-05-02 00:00:00",0.0268309,0.121979,0.13526,0.0227653,0.0882909,0.000135433,0.0075791,0.213474,0.0115753,0.0442818,0.00224985,0.00233787,0.0348885,0.288353
"2019-05-03 00:00:00",0.0265892,0.125052,0.162548,0.0252902,0.0923797,0.0000761937,0.00733941,0.21352,0.0118387,0.0398491,0.011563,0.00238422,0.03604,0.245531
"2019-05-04 00:00:00",0.0231955,0.125394,0.133513,0.0259556,0.0962374,0.0000545054,0.00795512,0.228031,0.0125637,0.0506634,0.00939022,0.00259991,0.035341,0.249105
"2019-05-05 00:00:00",0.017531,0.121013,0.105891,0.0218705,0.0868815,0.0000545302,0.00815273,0.233463,0.0126482,0.0533392,0.00781224,0.00267992,0.0376647,0.290999
"2019-05-06 00:00:00",0.0172623,0.130547,0.267879,0.0251935,0.114944,0.0000790776,0.00749447,0.226324,0.012457,0.0487758,0.0219036,0.00248143,0.0295364,0.0951218
"2019-05-07 00:00:00",0.0179034,0.117956,0.234016,0.0226915,0.0919001,0.000114219,0.0068262,0.208008,0.0118716,0.0395535,0.0151118,0.00227701,0.0235206,0.20825
"2019-05-08 00:00:00",0.0149337,0.107543,0.0924613,0.0195482,0.0748423,0.000117433,0.00663713,0.197033,0.0111805,0.0277155,0.00425209,0.00218717,0.0074805,0.434068
"2019-05-09 00:00:00",0.017204,0.115732,0.154851,0.0220672,0.0890881,0.0000983569,0.00676682,0.204195,0.0120663,0.0310742,0.00505679,0.00218651,0.00533536,0.334277
"2019-05-10 00:00:00",0.0172785,0.11934,0.174271,0.0207324,0.104635,0.000107509,0.00668657,0.183206,0.0126862,0.0412351,0.0110213,0.00225393,0.0238311,0.282715
"2019-05-11 00:00:00",0.016393,0.127487,0.201382,0.0227114,0.102243,0.000133811,0.00743752,0.191578,0.0139435,0.0521866,0.00719919,0.00234152,0.04329,0.211673
"2019-05-12 00:00:00",0.0168628,0.123689,0.105086,0.0230449,0.0889141,0.0000288001,0.00813446,0.196327,0.0138326,0.0553598,0.00561449,0.00276832,0.049105,0.311232
"2019-05-13 00:00:00",0.01681,0.119887,0.181482,0.0252629,0.0879824,0.0000468369,0.00689586,0.176179,0.0129516,0.0495743,0.00401829,0.00228691,0.0449534,0.27167
"2019-05-14 00:00:00",0.0263016,0.125211,0.249243,0.026227,0.0963036,0.00011372,0.00730984,0.182115,0.0143454,0.0517125,0.0146798,0.00224125,0.0461231,0.158073
"2019-05-15 00:00:00",0.0189638,0.123969,0.269841,0.0264224,0.104563,0.0000866765,0.00793716,0.182451,0.0150188,0.0498009,0.0110991,0.00226431,0.0444933,0.143089
"2019-05-16 00:00:00",0.0181933,0.125281,0.237733,0.0264624,0.094234,0.0000399232,0.00837421,0.181287,0.0151983,0.0464175,0.00346121,0.00218397,0.0398472,0.201287
"2019-05-17 00:00:00",0.0154761,0.11565,0.12016,0.0212479,0.0822767,0.0000379131,0.00777601,0.164752,0.0137066,0.0329097,0.00454631,0.00226856,0.0250435,0.394149
"2019-05-18 00:00:00",0.0167045,0.130113,0.188381,0.0219407,0.0942826,0.00012345,0.00953071,0.191864,0.0157938,0.0456021,0.00323895,0.00269203,0.0340923,0.245641
"2019-05-19 00:00:00",0.0232908,0.129674,0.202164,0.0188552,0.0899327,0.000131664,0.00988231,0.19726,0.0161069,0.04767,0.00196028,0.00261034,0.0390521,0.22141
"2019-05-20 00:00:00",0.0308313,0.130462,0.291046,0.023743,0.105149,0.000152274,0.00925492,0.189531,0.0151672,0.047766,0.00982439,0.00221738,0.0329761,0.11188
"2019-05-21 00:00:00",0.0397762,0.130012,0.30343,0.0238438,0.112278,0.000124141,0.00950375,0.19171,0.0152494,0.0461151,0.0027936,0.00222843,0.0366461,0.0862897
"2019-05-22 00:00:00",0.0392667,0.126128,0.323357,0.0231081,0.106618,0.00013864,0.00911342,0.186599,0.0153119,0.0496456,0.00754769,0.00212769,0.0398802,0.0711588
"2019-05-23 00:00:00",0.0356372,0.129273,0.319,0.0217887,0.0982461,0.000176377,0.00885609,0.187352,0.0142592,0.0439265,0.00156788,0.00219284,0.0359098,0.101814
"2019-05-24 00:00:00",0.0161828,0.123878,0.224043,0.0210445,0.0912328,0.000176518,0.00896743,0.176643,0.0135051,0.0351772,0.000343064,0.00230376,0.0293064,0.257197
"2019-05-25 00:00:00",0.0170798,0.125122,0.159019,0.0199504,0.0933222,0.000180285,0.00965662,0.186182,0.0151771,0.0455484,0.00385943,0.0027091,0.0419284,0.280265
