"Date","Coal_value","Coal_percentage","Cogeneration_value","Cogeneration_percentage","Combined_Cycle_value","Combined_Cycle_percentage","Gas_value","Gas_percentage","Hydro_value","Hydro_percentage","Hydroeolian_value","Hydroeolian_percentage","Non_Renewable_Waste_value","Non_Renewable_Waste_percentage","Nuclear_value","Nuclear_percentage","Other_Renewables_value","Other_Renewables_percentage","Solar_photovoltaic_value","Solar_photovoltaic_percentage","Pumped_storage_value","Pumped_storage_percentage","Renewable_Waste_value","Renewable_Waste_percentage","Thermal_Solar_value","Thermal_Solar_percentage","Wind_value","Wind_percentage"
"2019-01-11 00:00:00",100076,0.115837,92024.4,0.106517,142338,0.164754,16923.9,0.0195892,64303.8,0.0744305,8.131,0.00000941149,6895.75,0.00798172,170287,0.197105,10577.9,0.0122438,20155.2,0.0233293,4923.39,0.00569873,2550.32,0.00295195,8547.75,0.00989388,224332,0.25966
"2019-01-12 00:00:00",88253.5,0.118813,87528.6,0.117837,93668.2,0.126103,16303.8,0.0219493,36415.3,0.0490249,21.093,0.0000283969,6782.47,0.00913104,170454,0.229477,10649.3,0.0143368,19390.8,0.0261053,3538.33,0.00476355,2327.71,0.00313373,8329.78,0.0112141,199130,0.268082
"2019-01-13 00:00:00",89307.1,0.123436,85302.8,0.117902,81647.1,0.112849,15187.4,0.0209913,42370,0.0585618,23.92,0.0000330611,6439.7,0.00890066,170141,0.23516,9737.02,0.0134581,19327.7,0.0267138,6652.62,0.00919494,2004.79,0.00277093,8085.11,0.0111749,187283,0.258854
"2019-01-14 00:00:00",127771,0.152747,87719.3,0.104866,150764,0.180234,16681.5,0.0199423,53598.6,0.0640756,20.508,0.0000245167,6370.39,0.00761562,170194,0.203462,9818.43,0.0117377,19560.3,0.0233838,1264.06,0.00151114,1980.62,0.00236778,7871.7,0.00941039,182876,0.218623
"2019-01-15 00:00:00",144821,0.179244,87878,0.108766,204569,0.253194,15812.6,0.0195711,81267.4,0.100584,17.422,0.0000215631,6285.14,0.00777907,170579,0.211125,10556.7,0.013066,17686.3,0.0218901,5026.35,0.00622107,1976.94,0.00244684,3917.97,0.00484924,57560.5,0.0712422
"2019-01-16 00:00:00",149595,0.18352,88633.7,0.108734,202124,0.24796,16376.6,0.0200904,82944.5,0.101754,48.492,0.0000594888,6344.21,0.00778292,170584,0.209269,10302.6,0.0126389,12628.2,0.015492,2971.19,0.00364499,1944.19,0.00238509,2101.09,0.00257757,68547.2,0.084092
"2019-01-17 00:00:00",149714,0.189907,88136.5,0.111798,171404,0.21742,16226.3,0.0205826,72981.9,0.0925752,60.804,0.000077128,6437.35,0.00816557,170592,0.21639,10130.9,0.0128508,9702.75,0.0123076,4098.06,0.00519826,1990.58,0.00252499,645.96,0.00081938,86231.9,0.109382
"2019-01-18 00:00:00",153822,0.18486,89591.2,0.107669,187493,0.225326,16191.5,0.0194586,101622,0.122128,83.446,0.000100284,6422.64,0.0077186,165953,0.199439,9927.76,0.011931,12077.3,0.0145143,5473.69,0.00657818,2051.99,0.00246605,1488.9,0.00178933,79899.7,0.096022
"2019-01-19 00:00:00",144263,0.196602,85218.4,0.116136,104045,0.141792,15855.5,0.0216079,69273.2,0.0944055,73.581,0.000100276,6394.37,0.00871424,144908,0.197481,9299.62,0.0126735,9998.62,0.0136261,176.301,0.000240263,2084.89,0.00284128,470.395,0.000641054,141723,0.19314
"2019-01-20 00:00:00",131468,0.181353,82064.4,0.113203,62060.5,0.085609,15428.4,0.0212826,47734.8,0.0658475,69.273,0.0000955583,6332.27,0.00873501,144315,0.199075,8808.68,0.0121511,12711.4,0.0175346,1365.88,0.00188415,2084.8,0.00287586,3426.67,0.0047269,207060,0.285627
"2019-01-21 00:00:00",145092,0.171285,86396.5,0.101993,143965,0.169954,15643.6,0.0184676,91299.5,0.107781,74.928,0.0000884543,6743.56,0.00796094,144383,0.170448,9298.95,0.0109776,19107.5,0.0225568,9207.99,0.0108703,2164.25,0.00255495,7037.55,0.00830799,166667,0.196754
"2019-01-22 00:00:00",144491,0.163974,87710.4,0.0995371,131810,0.149583,15555.1,0.0176525,76301.1,0.0865893,69.702,0.0000791005,7355.35,0.00834713,144750,0.164267,9569.74,0.0108601,9667.39,0.0109709,920.133,0.0010442,2580.99,0.002929,664.741,0.000754373,249738,0.283412
"2019-01-23 00:00:00",118719,0.131516,87328.2,0.0967414,50912.3,0.0564002,15583.9,0.0172637,64317.3,0.0712501,67.346,0.0000746053,6921.91,0.00766804,152727,0.16919,9078.31,0.0100569,11471,0.0127075,4668.4,0.00517161,2552.33,0.00282745,2025.54,0.00224387,376325,0.416889
"2019-01-24 00:00:00",123532,0.136447,87259.7,0.096383,99847.7,0.110287,16689.1,0.018434,71281.1,0.0787337,40.247,0.000044455,6959.75,0.00768742,165327,0.182612,10086.3,0.0111409,13543.1,0.014959,6194.12,0.00684173,2582.51,0.00285252,4311.64,0.00476244,297690,0.328814
"2019-01-25 00:00:00",133474,0.150119,87744,0.0986862,107239,0.120612,18631.9,0.0209554,76711.7,0.0862781,14.572,0.0000163892,7136.56,0.00802653,170627,0.191905,10330.3,0.0116186,20644.3,0.0232188,3666.1,0.00412328,2632.88,0.00296121,9264.72,0.0104201,241005,0.27106
"2019-01-26 00:00:00",114181,0.162673,85091.8,0.12123,68873.2,0.0981236,17337.5,0.0247007,68907.9,0.0981729,7.078,0.000010084,7105.83,0.0101237,170985,0.243603,10277.6,0.0146425,22104.5,0.0314922,6855.18,0.00976656,2644.69,0.00376788,10353.5,0.0147506,117178,0.166943
"2019-01-27 00:00:00",37130,0.0505231,78533.8,0.106862,27624.7,0.0375891,15341.3,0.020875,54595.8,0.074289,28.626,0.0000389516,7014.68,0.00954494,170965,0.232633,10229.7,0.0139196,18535.9,0.0252219,12428,0.0169109,2652.76,0.00360964,5941.46,0.0080846,293890,0.399898
"2019-01-28 00:00:00",66821.9,0.0794505,85091.2,0.101172,54010.6,0.064218,15918,0.0189263,76405.7,0.0908455,48.335,0.0000574697,7053.35,0.00838635,170572,0.202808,10495.2,0.0124786,18339.3,0.0218052,12786.2,0.0152026,2475.74,0.00294362,5734.71,0.0068185,315299,0.374887
"2019-01-29 00:00:00",75871.1,0.0877218,86943.1,0.100523,96176.5,0.111199,16227.9,0.0187627,78839.1,0.0911535,76.273,0.0000881865,7187.69,0.00831037,170864,0.197552,10698.2,0.0123692,9001.14,0.0104071,4309.04,0.00498209,2507.98,0.00289971,952.119,0.00110084,305251,0.35293
"2019-01-30 00:00:00",80978.9,0.0941013,87995.3,0.102255,96800.3,0.112487,16393.8,0.0190504,85928.2,0.0998527,70.454,0.0000818709,6855.99,0.00796699,170968,0.198673,10618.8,0.0123395,13955.9,0.0162174,9093.35,0.0105669,2480.76,0.00288276,593.279,0.000689418,277817,0.322836
"2019-01-31 00:00:00",63951.5,0.0730101,86757.9,0.099047,46045.3,0.0525675,18222.3,0.0208034,91169.6,0.104084,48.194,0.0000550205,6333.1,0.00723016,170921,0.195131,10682.6,0.0121958,8060.94,0.00920275,6238.64,0.00712233,2240.21,0.00255753,259.584,0.000296353,364997,0.416698
"2019-02-01 00:00:00",46418.9,0.0532814,86835.5,0.0996731,43982.1,0.0504844,18037.5,0.0207042,104180,0.119582,39.582,0.0000454337,6644.75,0.0076271,170981,0.196258,10579.3,0.0121433,13845.7,0.0158926,13786,0.0158241,2416.59,0.00277385,780.827,0.000896263,352675,0.404814
"2019-02-02 00:00:00",36871.6,0.0453756,81752.2,0.100607,37105.6,0.0456635,14014.4,0.0172466,104173,0.128199,73.25,0.0000901442,6463.74,0.00795452,171033,0.210479,10287.2,0.0126598,17862,0.0219816,13229.9,0.0162812,2333.89,0.00287217,7185.57,0.00884283,310202,0.381746
"2019-02-03 00:00:00",44050.3,0.05878,82265.1,0.109773,51703.1,0.0689917,11425.5,0.015246,103566,0.138196,102.841,0.000137229,6729.9,0.00898025,171018,0.228203,10176.3,0.0135791,22785.1,0.030404,5580.81,0.00744693,2426.44,0.0032378,11910.8,0.0158935,225671,0.301131
"2019-02-04 00:00:00",100404,0.119003,87796.4,0.10406,137903,0.163448,16676.1,0.0197651,112596,0.133453,68.155,0.0000807798,6833.48,0.0080993,170991,0.202665,10161.7,0.012044,22639.7,0.0268334,8146.27,0.00965527,2422.72,0.0028715,11124.3,0.0131849,155950,0.184838
"2019-02-05 00:00:00",127904,0.155796,87954.8,0.107135,146453,0.17839,18167.3,0.0221291,113329,0.138042,40.941,0.000049869,6657.05,0.00810875,170992,0.20828,10362.4,0.0126221,23648.4,0.0288054,5002.4,0.00609327,2514.55,0.0030629,11720.7,0.0142766,96225.1,0.117209
"2019-02-06 00:00:00",126699,0.161515,88067.6,0.112268,143800,0.183315,16986.3,0.0216541,104096,0.132701,24.018,0.000030618,6944.74,0.00885312,171026,0.218023,10557.5,0.0134586,23648.2,0.0301466,5782.94,0.00737207,2458.18,0.00313368,10977.2,0.0139936,73373.7,0.0935365
"2019-02-07 00:00:00",105949,0.137,89267.5,0.11543,130483,0.168725,15740.7,0.0203539,104842,0.135569,34.376,0.0000444508,6971.44,0.00901459,170999,0.221115,10449,0.0135113,22791.5,0.0294711,10915.2,0.0141142,2409.13,0.00311518,10749.3,0.0138997,91748.7,0.118638
"2019-02-08 00:00:00",93262.7,0.120675,90910,0.117631,109430,0.141595,15996.2,0.0206979,96035.6,0.124263,28.238,0.0000365379,7262.24,0.00939682,170969,0.221222,10571.9,0.0136792,23821.4,0.0308232,8852.85,0.0114549,2526.06,0.00326854,11292.8,0.0146121,131881,0.170644
"2019-02-09 00:00:00",54348.3,0.0781404,84038.5,0.120828,66052.4,0.0949683,15033.9,0.0216153,88929.3,0.12786,15.719,0.0000226003,6938.66,0.00997622,170972,0.245819,9850.89,0.0141633,21892.1,0.0314759,8450.92,0.0121505,2421.65,0.00348178,7348.27,0.0105651,159228,0.228933
"2019-02-10 00:00:00",37872.9,0.0528969,78973.2,0.110302,30747.4,0.0429448,14687.6,0.0205142,77094.1,0.107677,-0.562,0.000000784944,6724.2,0.00939166,170982,0.238811,9568.65,0.0133645,12775.6,0.0178436,13075.5,0.0182626,2376.7,0.00331953,1690.15,0.00236063,259406,0.362312
"2019-02-11 00:00:00",65735.9,0.0873256,85589.4,0.1137,130009,0.172708,17625.8,0.0234146,86087.3,0.114361,9.945,0.0000132112,6815.6,0.00905405,170911,0.227044,9996.11,0.0132791,20952.2,0.0278335,6339.63,0.00842176,2252.86,0.00299277,7582.52,0.0100728,142860,0.18978
"2019-02-12 00:00:00",84065.7,0.112685,87151,0.11682,152340,0.204201,18110.7,0.0242762,102814,0.137815,9.783,0.0000131135,5268.63,0.00706225,170866,0.229034,10671.1,0.0143039,23283.3,0.0312097,5068.94,0.00679459,2122.92,0.00284564,10829.1,0.0145157,73426.5,0.0984234
"2019-02-13 00:00:00",90788.2,0.120463,86016.7,0.114132,156375,0.207488,17886.6,0.023733,102627,0.136172,33.649,0.0000446475,5319.95,0.00705882,170776,0.226596,10736.3,0.0142455,24990.8,0.0331593,1685.75,0.00223675,2277.01,0.00302128,11405,0.0151328,72741,0.096517
"2019-02-14 00:00:00",70804,0.0927359,86239.9,0.112953,121563,0.159217,17021,0.0222934,85739.3,0.112297,67.04,0.0000878059,5670.37,0.00742679,170887,0.223819,10622,0.0139122,24087.2,0.0315483,1487.28,0.00194797,2365.72,0.00309851,13489.8,0.0176684,153459,0.200994
"2019-02-15 00:00:00",81277.6,0.111864,89013.5,0.122511,124203,0.170944,17668.7,0.0243178,90038.4,0.123922,39.417,0.0000542504,5820.71,0.00801115,170831,0.235118,10860.9,0.014948,22592.4,0.0310944,8174.13,0.0112502,2606.09,0.00358682,9992.31,0.0137526,93456.7,0.128626
"2019-02-16 00:00:00",75691.7,0.112453,83554.5,0.124135,45321.2,0.0673325,16550.5,0.0245887,76773.3,0.11406,53.072,0.0000788477,6860.62,0.0101927,159365,0.236765,10637.3,0.0158036,23835,0.035411,13926.2,0.0206899,2464.95,0.00366211,6860.96,0.0101931,151201,0.224635
"2019-02-17 00:00:00",62459.2,0.0948677,81433,0.123686,33531.6,0.0509304,15021.9,0.0228164,66533.3,0.101056,34.791,0.0000528432,7036.53,0.0106876,164898,0.250459,9759.76,0.0148238,24062.4,0.0365477,6642.92,0.0100898,2541.76,0.00386061,10589.9,0.0160847,173837,0.264037
"2019-02-18 00:00:00",98774,0.134507,84389.4,0.114919,111894,0.152373,16407.9,0.0223438,92032.6,0.125327,78.482,0.000106874,7148.45,0.00973451,170825,0.232623,9228.58,0.0125672,17714.1,0.0241224,3366.18,0.00458395,2561.13,0.00348766,660.164,0.000898989,119261,0.162406
"2019-02-19 00:00:00",118080,0.162371,85708.9,0.117858,150950,0.207571,16943.4,0.0232988,101558,0.139652,68.282,0.0000938943,7196.41,0.00989575,170832,0.234911,9993.24,0.0137417,18684.6,0.0256932,11337.4,0.01559,2667.58,0.00366818,1387.84,0.00190841,31814.2,0.0437475
"2019-02-20 00:00:00",114994,0.156931,86648,0.118248,140914,0.192303,18240.1,0.0248921,85119.5,0.116162,20.693,0.0000282395,7163.35,0.00977573,170917,0.233249,10353.4,0.0141292,21729.8,0.0296544,2814.97,0.00384155,2538.81,0.00346468,6348.45,0.00866366,64966.2,0.0886586
"2019-02-21 00:00:00",101500,0.138454,87405.7,0.119229,116317,0.158666,18058.4,0.0246332,76568.4,0.104446,27.11,0.0000369804,6919.58,0.0094389,170870,0.233082,10268.4,0.014007,24453.4,0.0333565,3326.28,0.00453734,2553.24,0.00348284,9147.21,0.0124776,105677,0.144153
"2019-02-22 00:00:00",103621,0.147682,88318.9,0.125873,91587,0.130531,17693.5,0.025217,72749.4,0.103684,8.298,0.0000118264,7058.38,0.0100597,170843,0.243487,10152.4,0.0144694,26454.5,0.0377033,3468.92,0.00494395,2503.16,0.00356753,11978.3,0.0170717,95212.9,0.135699
"2019-02-23 00:00:00",88679.8,0.135338,83622.8,0.127621,62156.3,0.0948594,16669.5,0.0254401,62126.1,0.0948135,19.143,0.000029215,7004.38,0.0106897,170821,0.260697,9982.36,0.0152345,23318.1,0.0355869,2558.66,0.00390489,2584.13,0.00394376,5389.18,0.00822467,120314,0.183617
"2019-02-24 00:00:00",78149,0.127184,81443,0.132545,59733.5,0.0972135,15791.5,0.0257,64015.5,0.104182,15.226,0.0000247796,6925.48,0.0112709,170845,0.278042,9695.45,0.0157789,25992.7,0.0423019,2587.22,0.00421057,2559.9,0.00416612,13825.1,0.0224997,82878.9,0.134881
"2019-02-25 00:00:00",104555,0.150055,85059.8,0.122076,99215.7,0.142392,17562.4,0.0252051,89367.8,0.128258,3.456,0.00000495996,6843.9,0.0098222,170797,0.245123,9868.43,0.0141629,27356.7,0.0392616,6629.29,0.00951419,2583.63,0.00370796,15885,0.0227978,61051.4,0.0876194
"2019-02-26 00:00:00",101024,0.145956,85131.2,0.122995,81312.5,0.117478,18045.8,0.026072,72981.4,0.105441,8.471,0.0000122386,7157.38,0.0103408,170526,0.24637,10063.6,0.0145395,27708.9,0.0400329,2859.24,0.00413094,2610,0.00377084,17384.5,0.0251166,95340.4,0.137745
"2019-02-27 00:00:00",99100.2,0.143706,83844,0.121583,76086.1,0.110333,16797.4,0.0243581,76836.9,0.111422,23.208,0.0000336542,7007.55,0.0101617,170787,0.247661,9953.45,0.0144336,27153.5,0.0393756,4175.75,0.0060553,2547.98,0.00369486,13520,0.0196055,101768,0.147576
"2019-02-28 00:00:00",98099.4,0.143936,86419.4,0.126798,79412,0.116517,16085.6,0.0236015,70597.1,0.103583,25.921,0.0000380324,6711.52,0.00984742,170227,0.249764,10296.4,0.0151073,24720,0.0362703,5356.07,0.00785865,2594.72,0.00380708,10923.3,0.0160271,100083,0.146845
"2019-03-01 00:00:00",91408.3,0.137011,86904.3,0.13026,78246.5,0.117283,16409.4,0.024596,77828.3,0.116656,37.511,0.0000562249,6962.4,0.0104359,170727,0.255901,9554.79,0.0143216,23910.4,0.035839,7806.3,0.0117008,2541.49,0.00380941,4775.24,0.00715756,90048.6,0.134973
"2019-03-02 00:00:00",38934.9,0.0614797,82298.8,0.129953,53894.5,0.0851016,15693.9,0.0247812,62615.9,0.098873,41.877,0.0000661254,7078.64,0.0111775,170719,0.269572,9093.83,0.0143595,26532.1,0.0418952,6760.76,0.0106755,2536.03,0.00400449,13032.9,0.0205794,144063,0.227482
"2019-03-03 00:00:00",16806,0.0267853,78572,0.125227,49594,0.0790424,13561.3,0.021614,48510.2,0.0773151,48.378,0.0000771044,6963.03,0.0110976,170672,0.272016,8779.71,0.013993,25507,0.0406528,3933.99,0.00626996,2524.31,0.00402322,14380.5,0.0229194,187582,0.298967
"2019-03-04 00:00:00",25189.6,0.0353242,81860.1,0.114795,60187.6,0.0844028,15026.5,0.0210721,56357.3,0.0790315,53.147,0.0000745296,6827.61,0.00957457,170641,0.239295,8691.52,0.0121884,19612.3,0.0275029,10127.3,0.0142018,2450.68,0.00343666,3644.27,0.00511047,252430,0.35399
"2019-03-05 00:00:00",30870.1,0.0465298,84031.1,0.126658,81963.8,0.123542,16335.3,0.0246218,58100.2,0.0875731,13.584,0.0000204749,7067.48,0.0106527,169980,0.256208,8804.06,0.0132702,15937.5,0.0240222,5224.81,0.00787524,2586.2,0.00389811,1298.12,0.00195663,181235,0.273172
"2019-03-06 00:00:00",22789.1,0.0298027,81536.2,0.10663,41681.9,0.0545099,16376.3,0.0214163,58857.6,0.0769716,53.362,0.0000697847,6834.13,0.0089374,170698,0.223232,9105.74,0.0119081,11452.6,0.0149773,7623.35,0.00996952,2489.33,0.00325545,807.851,0.00105648,334361,0.437264
"2019-03-07 00:00:00",32583.2,0.0455231,85891.2,0.120002,90345,0.126224,15168.8,0.0211929,75680.5,0.105736,88.812,0.000124082,6976.44,0.00974704,170656,0.23843,10468.3,0.0146257,23338.8,0.0326076,10990.1,0.0153547,2546.43,0.00355771,7973.07,0.0111395,183043,0.255736
"2019-03-08 00:00:00",41347.3,0.0631419,87972.6,0.134344,116602,0.178064,14744.1,0.022516,96360.6,0.147153,114.534,0.000174906,6973.87,0.0106499,170800,0.26083,11047.9,0.0168714,22891.4,0.0349578,7220.47,0.0110265,2540.07,0.00387898,8609.59,0.0131478,67607,0.103243
"2019-03-09 00:00:00",37130.6,0.0602992,83583.4,0.135737,71309.1,0.115804,11673.7,0.0189578,95355.2,0.154855,124.294,0.000201851,6945.71,0.0112797,170733,0.277267,10782.2,0.0175101,28228.8,0.045843,4639.58,0.00753456,2565.96,0.00416706,19159.7,0.0311149,73540.9,0.119429
"2019-03-10 00:00:00",31869.1,0.0528,79453,0.131636,47030.8,0.0779195,12526.7,0.0207539,67930.6,0.112546,106.746,0.000176854,6917.16,0.0114602,170610,0.282663,10834.2,0.0179499,27959.4,0.0463225,5183.25,0.00858749,2597.15,0.0043029,20670.6,0.0342466,119893,0.198636
"2019-03-11 00:00:00",40666.1,0.0589964,84555.6,0.122669,92415.7,0.134072,15191.5,0.0220392,93095.8,0.135059,66.768,0.0000968639,7038.17,0.0102107,170611,0.247515,10943.5,0.0158763,28579.8,0.0414623,7772.63,0.0112762,2599.31,0.00377096,20193.9,0.0292963,115567,0.167659
"2019-03-12 00:00:00",36163.9,0.0522091,85044.3,0.122777,80874.6,0.116757,14986.5,0.0216357,84070.7,0.121371,71.459,0.000103164,6840.06,0.00987486,170269,0.245814,11011.1,0.0158965,28241.9,0.0407723,3654.01,0.00527522,2578.22,0.00372212,20485.5,0.0295745,148383,0.214217
"2019-03-13 00:00:00",28241.6,0.0400885,84417.9,0.11983,46612.6,0.0661658,15365.8,0.0218115,67874.1,0.096346,95.069,0.000134949,6882.85,0.00977007,170166,0.241547,11022.2,0.0156458,26812.4,0.0380597,6845.76,0.00971743,2558.8,0.00363217,19774.6,0.0280697,217813,0.309182
"2019-03-14 00:00:00",30935.9,0.0434789,84966.1,0.119416,98589.3,0.138562,15405.5,0.0216516,85056.2,0.119542,71.819,0.000100938,6546.58,0.0092009,170202,0.239211,11202.5,0.0157445,30032.5,0.0422092,3139.87,0.00441293,2424.46,0.00340746,21651,0.0304295,151291,0.212632
"2019-03-15 00:00:00",29431.9,0.0422133,86416.2,0.123944,118148,0.169455,16941.7,0.024299,98765,0.141656,38.149,0.000054716,6819.9,0.00978157,170040,0.243884,11208,0.0160754,30663.6,0.0439799,5999.5,0.00860491,2521.4,0.00361637,22706.7,0.0325676,97518.9,0.139868
"2019-03-16 00:00:00",26265.5,0.0422452,83026.5,0.133539,70182.2,0.112881,15385,0.0247452,76181.1,0.122529,36.544,0.0000587772,6959.89,0.0111943,170022,0.273462,11143.6,0.0179232,30327.7,0.0487789,2461.43,0.00395895,2557.46,0.00411341,23557.7,0.0378901,103631,0.16668
"2019-03-17 00:00:00",20373.4,0.0317339,77101.5,0.120094,41021.8,0.0638961,12133.4,0.0188992,42552.5,0.0662804,79.742,0.000124207,6826.01,0.0106323,170043,0.264862,10282.5,0.0160162,28020.6,0.0436452,6150.29,0.00957977,2486.9,0.00387363,18119.1,0.0282225,206817,0.32214
"2019-03-18 00:00:00",24637.6,0.0365992,83232.7,0.123642,78363.9,0.11641,14309.3,0.0212566,62634.5,0.0930437,88.159,0.00013096,6700.52,0.00995365,170200,0.252833,10445.1,0.0155162,25577,0.0379947,4612.16,0.00685138,2443.03,0.00362912,17470.3,0.0259522,172458,0.256187
"2019-03-19 00:00:00",28159.5,0.0420492,83377.2,0.124503,57598.1,0.0860083,13912.9,0.0207755,63470.9,0.0947778,83.083,0.000124063,6982.26,0.0104262,170269,0.254253,9870.95,0.0147398,25136.6,0.0375352,4327.73,0.00646237,2574.82,0.00384484,17385.4,0.0259606,186533,0.27854
"2019-03-20 00:00:00",27241.1,0.0387605,84454.3,0.120167,88228.2,0.125537,14669,0.020872,65301.5,0.0929154,86.432,0.000122981,6861.62,0.00976319,170338,0.242368,9927.84,0.014126,27343.2,0.0389058,2823.51,0.00401748,2490.19,0.00354322,18211.4,0.0259124,184830,0.262988
"2019-03-21 00:00:00",37882.4,0.0543007,87260.5,0.125079,103716,0.148667,13560.2,0.0194372,81165.9,0.116343,125.827,0.000180361,6897.84,0.00988737,170307,0.244118,10145.7,0.0145428,30467,0.0436714,13012,0.0186515,2606.82,0.00373662,21130.8,0.0302889,119364,0.171096
"2019-03-22 00:00:00",38187,0.0554958,87434.3,0.127065,108032,0.156998,13023.2,0.0189262,105210,0.152897,123.882,0.000180033,6935.78,0.0100795,170298,0.247488,10139.8,0.0147358,29929,0.0434947,8907.71,0.0129453,2610.6,0.00379389,20425.3,0.0296834,86850.6,0.126217
"2019-03-23 00:00:00",30141,0.0486129,83147.3,0.134104,88107.2,0.142104,12974.7,0.0209263,74580.5,0.120287,118.368,0.00019091,7267.54,0.0117215,170224,0.274546,9939.65,0.0160312,24319.5,0.0392237,2662.7,0.00429454,2697.06,0.00434996,13404.7,0.0216198,100436,0.161988
"2019-03-24 00:00:00",15384.7,0.0258495,79520.8,0.133611,70668.4,0.118737,15101.7,0.0253739,47572.5,0.0799315,47.819,0.0000803456,7282.13,0.0122355,170276,0.286097,9540.15,0.0160294,26693,0.0448497,2108.8,0.00354321,2718.76,0.00456806,11845.2,0.0199024,136407,0.229191
"2019-03-25 00:00:00",15804.7,0.0219609,83108.6,0.115481,65691.2,0.0912789,18118.5,0.0251759,48328.2,0.0671528,13.711,0.0000190516,7106.4,0.00987445,170251,0.236566,9567.02,0.0132935,29895.3,0.0415399,5934.47,0.00824603,2652.25,0.00368534,19400.2,0.0269569,243804,0.338769
"2019-03-26 00:00:00",14358.8,0.0195594,83264.3,0.113422,40307.7,0.0549067,17947.9,0.0244485,44191.2,0.0601968,36.429,0.0000496232,6736.37,0.00917621,170293,0.231971,10088.6,0.0137426,29474.7,0.0401501,6260.82,0.00852843,2552.48,0.00347696,13104.9,0.0178513,295495,0.40252
