"Date","Coal_percentage","Cogeneration_percentage","Combined_Cycle_percentage","Gas_percentage","Hydro_percentage","Hydroeolian_percentage","Non_Renewable_Waste_percentage","Nuclear_percentage","Other_Renewables_percentage","Solar_photovoltaic_percentage","Pumped_storage_percentage","Renewable_Waste_percentage","Thermal_Solar_percentage","Wind_percentage"
"2020-06-03 00:00:00",0.0235081,0.117768,0.255699,0.0161998,0.131927,0.00000374998,0.00836689,0.16395,0.0192158,0.0886466,0.000888955,0.00229289,0.0347678,0.136766
"2020-06-04 00:00:00",0.0220874,0.109053,0.151526,0.0156389,0.109434,0.00000154385,0.00813016,0.168726,0.0196832,0.0565557,0.00765618,0.00235989,0.0156569,0.313491
"2020-06-05 00:00:00",0.0166792,0.114444,0.189031,0.0139264,0.120105,0.0000251889,0.00851981,0.187049,0.0212107,0.0985669,0.00927249,0.00251211,0.0363985,0.18226
"2020-06-06 00:00:00",0.0164887,0.119548,0.192138,0.0153752,0.105717,0.00000797962,0.00910796,0.203848,0.0215421,0.108963,0.00345488,0.00266764,0.0468981,0.154243
"2020-06-07 00:00:00",0.0163992,0.108328,0.129073,0.0132265,0.0963505,0.000192755,0.00865944,0.192672,0.0209814,0.0804716,0.00141382,0.00249956,0.0298926,0.29984
"2020-06-08 00:00:00",0.0186563,0.111544,0.168919,0.014325,0.0905762,0.0000620396,0.00763969,0.181864,0.0204657,0.081901,0.00665111,0.00232403,0.0356524,0.259419
"2020-06-09 00:00:00",0.0251927,0.111367,0.180127,0.0127787,0.105393,0.0000928556,0.00731723,0.180944,0.0193154,0.0880347,0.0196182,0.00189527,0.0408186,0.207107
"2020-06-10 00:00:00",0.0351876,0.11628,0.200581,0.0126326,0.117242,0.0000813821,0.00756667,0.189158,0.0215979,0.0889134,0.0286051,0.00180153,0.0399358,0.140417
"2020-06-11 00:00:00",0.0263984,0.111223,0.130825,0.015717,0.0905223,0.00005669,0.00771648,0.173309,0.0202851,0.0817812,0.00245054,0.00188535,0.0337237,0.304107
"2020-06-12 00:00:00",0.0141457,0.107065,0.0878327,0.0154217,0.0892978,0.0000428255,0.00717204,0.16747,0.0200744,0.0697971,0.0184245,0.00202057,0.0231212,0.378114
"2020-06-13 00:00:00",0.0127537,0.114079,0.128429,0.0156858,0.0932812,0.0000145897,0.00850052,0.183942,0.0226892,0.0980926,0.00345496,0.00248178,0.0361756,0.28042
"2020-06-14 00:00:00",0.0158915,0.126085,0.181279,0.0154463,0.100436,0.0000131348,0.00952976,0.20633,0.0241819,0.115366,0.00558861,0.00278878,0.0475849,0.149478
