Value,Percentage,Date,Type_id,Description
202459.66649999996,0.34002261528635563,2020-01-01 00:00:00+01:00,1,CO2 emission eq.
251804.3225,0.35571770506014005,2020-01-02 00:00:00+01:00,1,CO2 emission eq.
236659.032,0.34508709360344014,2020-01-03 00:00:00+01:00,1,CO2 emission eq.
194786.5415,0.2895957572717475,2020-01-04 00:00:00+01:00,1,CO2 emission eq.
199303.8105,0.3258754856878501,2020-01-05 00:00:00+01:00,1,CO2 emission eq.
215066.43449999997,0.34983653992024716,2020-01-06 00:00:00+01:00,1,CO2 emission eq.
300426.4805,0.4073646171265851,2020-01-07 00:00:00+01:00,1,CO2 emission eq.
300189.0625,0.4089866018791573,2020-01-08 00:00:00+01:00,1,CO2 emission eq.
266283.9495,0.35623130440478556,2020-01-09 00:00:00+01:00,1,CO2 emission eq.
247336.92049999998,0.31981508310958207,2020-01-10 00:00:00+01:00,1,CO2 emission eq.
249304.0485,0.37585677104475407,2020-01-11 00:00:00+01:00,1,CO2 emission eq.
257650.8195,0.3966534182742361,2020-01-12 00:00:00+01:00,1,CO2 emission eq.
294904.45700000005,0.38460445078619354,2020-01-13 00:00:00+01:00,1,CO2 emission eq.
218846.10650000002,0.291000883372599,2020-01-14 00:00:00+01:00,1,CO2 emission eq.
247541.473,0.32550554616584465,2020-01-15 00:00:00+01:00,1,CO2 emission eq.
239573.5555,0.3060208783870601,2020-01-16 00:00:00+01:00,1,CO2 emission eq.
246119.532,0.31810586822276243,2020-01-17 00:00:00+01:00,1,CO2 emission eq.
207929.9285,0.3049257776628843,2020-01-18 00:00:00+01:00,1,CO2 emission eq.
164948.3255,0.20928085382380113,2020-01-19 00:00:00+01:00,1,CO2 emission eq.
213593.9545,0.2427338591233903,2020-01-20 00:00:00+01:00,1,CO2 emission eq.
261115.19549999997,0.30538298678392917,2020-01-21 00:00:00+01:00,1,CO2 emission eq.
303341.81,0.37559787298809383,2020-01-22 00:00:00+01:00,1,CO2 emission eq.
356472.615,0.46083154633305246,2020-01-23 00:00:00+01:00,1,CO2 emission eq.
362985.8595,0.47459006411938015,2020-01-24 00:00:00+01:00,1,CO2 emission eq.
288649.701,0.4390208576036845,2020-01-25 00:00:00+01:00,1,CO2 emission eq.
216653.3995,0.33114509571277445,2020-01-26 00:00:00+01:00,1,CO2 emission eq.
239177.845,0.2979333649371259,2020-01-27 00:00:00+01:00,1,CO2 emission eq.
245027.41350000002,0.3159627623811979,2020-01-28 00:00:00+01:00,1,CO2 emission eq.
255730.04200000002,0.3302829263293392,2020-01-29 00:00:00+01:00,1,CO2 emission eq.
235388.8525,0.3097922085775528,2020-01-30 00:00:00+01:00,1,CO2 emission eq.
231992.4725,0.317439077010682,2020-01-31 00:00:00+01:00,1,CO2 emission eq.
168571.486,0.24046367686958256,2020-02-01 00:00:00+01:00,1,CO2 emission eq.
168162.256,0.2639262333814005,2020-02-02 00:00:00+01:00,1,CO2 emission eq.
246784.288,0.3531788601999076,2020-02-03 00:00:00+01:00,1,CO2 emission eq.
232232.56149999998,0.3148772798693021,2020-02-04 00:00:00+01:00,1,CO2 emission eq.
240218.44150000002,0.3234951513119267,2020-02-05 00:00:00+01:00,1,CO2 emission eq.
259761.456,0.3444751075581225,2020-02-06 00:00:00+01:00,1,CO2 emission eq.
270178.48350000003,0.3735712148204776,2020-02-07 00:00:00+01:00,1,CO2 emission eq.
240813.60400000002,0.3810615807866604,2020-02-08 00:00:00+01:00,1,CO2 emission eq.
188116.146,0.2853912566952773,2020-02-09 00:00:00+01:00,1,CO2 emission eq.
205984.72100000002,0.27211184026978863,2020-02-10 00:00:00+01:00,1,CO2 emission eq.
266409.178,0.3742937486071948,2020-02-11 00:00:00+01:00,1,CO2 emission eq.
292200.87100000004,0.4204874490684298,2020-02-12 00:00:00+01:00,1,CO2 emission eq.
257458.1895,0.3555900567072757,2020-02-13 00:00:00+01:00,1,CO2 emission eq.
272296.728,0.38494425867350385,2020-02-14 00:00:00+01:00,1,CO2 emission eq.
203863.963,0.3161668802248213,2020-02-15 00:00:00+01:00,1,CO2 emission eq.
163187.7,0.24916119447517246,2020-02-16 00:00:00+01:00,1,CO2 emission eq.
215896.16700000002,0.30492572700121173,2020-02-17 00:00:00+01:00,1,CO2 emission eq.
251415.89250000002,0.35511214480537523,2020-02-18 00:00:00+01:00,1,CO2 emission eq.
266355.82,0.3733486682112792,2020-02-19 00:00:00+01:00,1,CO2 emission eq.
252744.6535,0.3500175183492239,2020-02-20 00:00:00+01:00,1,CO2 emission eq.
257336.021,0.36015816212224105,2020-02-21 00:00:00+01:00,1,CO2 emission eq.
226699.80849999998,0.3589368938564854,2020-02-22 00:00:00+01:00,1,CO2 emission eq.
208291.17549999998,0.34874320466089337,2020-02-23 00:00:00+01:00,1,CO2 emission eq.
253820.2605,0.37076303010252504,2020-02-24 00:00:00+01:00,1,CO2 emission eq.
182046.4355,0.25879559607447855,2020-02-25 00:00:00+01:00,1,CO2 emission eq.
185386.25350000002,0.2414761271692623,2020-02-26 00:00:00+01:00,1,CO2 emission eq.
189553.17599999998,0.2362817877882204,2020-02-27 00:00:00+01:00,1,CO2 emission eq.
204309.62949999998,0.2869143215800753,2020-02-28 00:00:00+01:00,1,CO2 emission eq.
129305.60900000001,0.18756779119249656,2020-02-29 00:00:00+01:00,1,CO2 emission eq.
124696.123,0.1761755830679353,2020-03-01 00:00:00+01:00,1,CO2 emission eq.
137436.06650000002,0.17752707510696525,2020-03-02 00:00:00+01:00,1,CO2 emission eq.
144010.113,0.1789576752406927,2020-03-03 00:00:00+01:00,1,CO2 emission eq.
168534.32350000003,0.21194414085524976,2020-03-04 00:00:00+01:00,1,CO2 emission eq.
