Value,Date,Type_id,Description
139350.24599999998,2020-05-24 00:00:00+02:00,1,CO2 emission eq.
182277.36349999998,2020-05-25 00:00:00+02:00,1,CO2 emission eq.
167800.64800000002,2020-05-26 00:00:00+02:00,1,CO2 emission eq.
187065.61349999998,2020-05-27 00:00:00+02:00,1,CO2 emission eq.
209566.7665,2020-05-28 00:00:00+02:00,1,CO2 emission eq.
224210.761,2020-05-29 00:00:00+02:00,1,CO2 emission eq.
188172.84799999997,2020-05-30 00:00:00+02:00,1,CO2 emission eq.
196204.5655,2020-05-31 00:00:00+02:00,1,CO2 emission eq.
249705.77099999998,2020-06-01 00:00:00+02:00,1,CO2 emission eq.
260534.734,2020-06-02 00:00:00+02:00,1,CO2 emission eq.
268775.978,2020-06-03 00:00:00+02:00,1,CO2 emission eq.
208016.08250000002,2020-06-04 00:00:00+02:00,1,CO2 emission eq.
221155.964,2020-06-05 00:00:00+02:00,1,CO2 emission eq.
210499.744,2020-06-06 00:00:00+02:00,1,CO2 emission eq.
173855.667,2020-06-07 00:00:00+02:00,1,CO2 emission eq.
214559.769,2020-06-08 00:00:00+02:00,1,CO2 emission eq.
226810.943,2020-06-09 00:00:00+02:00,1,CO2 emission eq.
239420.328,2020-06-10 00:00:00+02:00,1,CO2 emission eq.
196242.42900000003,2020-06-11 00:00:00+02:00,1,CO2 emission eq.
160242.903,2020-06-12 00:00:00+02:00,1,CO2 emission eq.
176195.557,2020-06-13 00:00:00+02:00,1,CO2 emission eq.
195394.81100000002,2020-06-14 00:00:00+02:00,1,CO2 emission eq.
8984.135,2020-06-15 00:00:00+02:00,1,CO2 emission eq.
392970.33550000004,2020-01-01 00:00:00+01:00,2,No CO2 emission eq.
456072.5105,2020-01-02 00:00:00+01:00,2,No CO2 emission eq.
449136.051,2020-01-03 00:00:00+01:00,2,No CO2 emission eq.
477828.77349999995,2020-01-04 00:00:00+01:00,2,No CO2 emission eq.
412291.16750000004,2020-01-05 00:00:00+01:00,2,No CO2 emission eq.
399696.20449999993,2020-01-06 00:00:00+01:00,2,No CO2 emission eq.
437061.4304999999,2020-01-07 00:00:00+01:00,2,No CO2 emission eq.
433793.5695,2020-01-08 00:00:00+01:00,2,No CO2 emission eq.
481218.99649999995,2020-01-09 00:00:00+01:00,2,No CO2 emission eq.
526037.8624999999,2020-01-10 00:00:00+01:00,2,No CO2 emission eq.
413991.3015,2020-01-11 00:00:00+01:00,2,No CO2 emission eq.
391910.75649999996,2020-01-12 00:00:00+01:00,2,No CO2 emission eq.
471868.92900000006,2020-01-13 00:00:00+01:00,2,No CO2 emission eq.
533200.0864999999,2020-01-14 00:00:00+01:00,2,No CO2 emission eq.
512941.64599999995,2020-01-15 00:00:00+01:00,2,No CO2 emission eq.
543293.1455000001,2020-01-16 00:00:00+01:00,2,No CO2 emission eq.
527583.6799999999,2020-01-17 00:00:00+01:00,2,No CO2 emission eq.
473973.4845,2020-01-18 00:00:00+01:00,2,No CO2 emission eq.
623218.9744999999,2020-01-19 00:00:00+01:00,2,No CO2 emission eq.
666357.2615,2020-01-20 00:00:00+01:00,2,No CO2 emission eq.
593926.5285,2020-01-21 00:00:00+01:00,2,No CO2 emission eq.
504282.066,2020-01-22 00:00:00+01:00,2,No CO2 emission eq.
417069.513,2020-01-23 00:00:00+01:00,2,No CO2 emission eq.
401854.9724999999,2020-01-24 00:00:00+01:00,2,No CO2 emission eq.
